Date,Open,High,Low,Close,Volume
2025-01-20,1166.32566749733,1166.32566749733,1140.9491278034889,1143.138427734375,1312101
2025-01-21,1144.4321004547567,1148.6615234346982,1098.6548164365663,1100.8441162109375,3134022
2025-01-22,1110.099178681922,1112.63688115588,1075.2188286892165,1096.913330078125,1906032
2025-01-23,1096.913258096446,1108.855157935101,1084.3742875617158,1098.65478515625,1968815
2025-01-24,1098.8041226183802,1109.601566480652,1082.9810804686724,1088.8525390625,2400140
2025-01-27,1079.846319179314,1088.3051652944546,1062.3813627350407,1076.7613525390625,2371555
2025-01-28,1081.7371979784696,1091.3405009868336,1056.1118687715277,1075.4676513671875,2404643
2025-01-29,1079.7468221878535,1097.5103746441177,1069.2976593924873,1091.638916015625,4603700
2025-01-30,1098.55530399389,1113.0845913055975,1005.8562813251075,1071.8353271484375,14097862
2025-01-31,1079.7468452537926,1103.8794360348106,1068.8001030438463,1094.02734375,4659891
2025-02-01,1100.5456979835865,1112.0895111185778,1057.8533783615644,1078.8511962890625,4919797
2025-02-03,1078.7516738604343,1088.7032575676337,1049.8920811095554,1079.5975341796875,3961203
2025-02-04,1094.6742580059347,1122.4392021184904,1086.46420107089,1119.6527099609375,4071098
2025-02-05,1120.5483165795777,1149.3084175620702,1118.1102271822895,1138.8094482421875,2979646
2025-02-06,1150.0050231994053,1163.7382577165608,1134.5800679932988,1158.4141845703125,6263278
2025-02-07,1154.3837515367961,1169.9580048943376,1127.3154914717904,1140.551025390625,4079540
2025-02-10,1144.43212337701,1153.2392506393135,1121.7922705015083,1138.66015625,2415627
2025-02-11,1138.660203307191,1154.3837547655444,1108.656274450818,1134.580078125,4901591
2025-02-12,1134.4805575216703,1138.6601741418744,1093.6292572753343,1123.4840087890625,2862155
2025-02-13,1128.3106086973553,1146.0741613091398,1100.6949639249692,1106.1683349609375,3763868
2025-02-14,1114.5774359099241,1114.5774359099241,1037.104376825795,1057.5548095703125,4565339
2025-02-17,1053.8228674739842,1084.0260200449159,1034.9646656672435,1077.656982421875,2518527
2025-02-18,1077.6570118550699,1082.6328036528314,1056.8083713348735,1079.8961181640625,1715308
2025-02-19,1056.4600631357303,1086.4143046948939,1049.4442697682239,1077.607177734375,1792268
2025-02-20,1068.9990662255354,1120.5483180825045,1068.8000831444137,1106.3175048828125,3714173
2025-02-21,1106.3174546063979,1113.6816504626277,1074.7709844867875,1078.0052490234375,2360177
2025-02-24,1078.0052898844838,1078.0052898844838,1060.5402121328568,1065.217529296875,1669749
2025-02-25,1069.3972237973244,1086.115934000775,1062.5804128526872,1075.119384765625,1665355
2025-02-27,1077.7565142070866,1082.6824995445706,1063.9237885746827,1073.72607421875,1819078
2025-02-28,1068.8001164313782,1077.6570504444062,1054.0717235908846,1064.222412109375,2849138
2025-03-03,1069.7454085392976,1075.7661650854695,1035.5617438705985,1047.9515380859375,2274285
2025-03-04,1042.8761749960593,1057.8533571962469,1031.4816601447883,1052.8277587890625,1788886
2025-03-05,1051.6833687639366,1113.2338870046535,1049.8920351832833,1107.3126220703125,3785743
2025-03-06,1112.7860024947447,1143.188138245011,1096.515188000347,1130.6988525390625,4020627
2025-03-07,1130.6988772748598,1151.348413194356,1128.6090690198293,1138.958740234375,2211623
2025-03-10,1140.4515439400245,1162.9919063425523,1131.445311689791,1137.3665771484375,2430740
2025-03-11,1131.793673606775,1140.3520113746895,1118.9561062152559,1129.5047607421875,2399428
2025-03-12,1133.485426646705,1149.5572592308388,1099.6500407766541,1122.8372802734375,2842848
2025-03-13,1129.5048015561129,1133.9332079132257,1109.651439759247,1113.78125,1358839
2025-03-17,1109.4026430326385,1142.9892393390442,1105.8199755765168,1131.6444091796875,1489537
2025-03-18,1131.6444091796875,1131.6444091796875,1131.6444091796875,1131.6444091796875,0
2025-03-19,1154.3837212398807,1178.7651015591712,1153.1895797751433,1167.818359375,2416781
2025-03-20,1179.2626396092755,1181.2031497916,1155.5778223908076,1171.7491455078125,1919013
2025-03-21,1176.2771860576158,1196.7277390262227,1166.3754089291353,1183.0443115234375,3127446
2025-03-24,1190.2093973398676,1204.9874746748596,1180.3076202597351,1194.9862060546875,2135192
2025-03-25,1199.1658456036826,1203.2459706580105,1168.8633215824275,1176.7249755859375,2090037
2025-03-26,1177.2723964574402,1196.3793892959686,1167.3706188912965,1175.879150390625,1676081
2025-03-27,1176.2772242042251,1206.131976087581,1169.311115431442,1190.955810546875,2004036
2025-03-28,1191.90111999978,1199.1658246244915,1169.5100568843848,1177.2225341796875,1670913
2025-04-01,1173.2916787897027,1196.180320530299,1162.3947435962214,1169.062255859375,1584541
2025-04-02,1176.6752438733452,1193.1450414898375,1161.698062285485,1189.6619873046875,1232853
2025-04-03,1164.584105619558,1199.962034967333,1164.584105619558,1194.090576171875,1300511
2025-04-04,1190.2093575796541,1194.289482419312,1137.4659663156726,1142.7900390625,1785093
2025-04-07,1044.8665171016496,1113.5822534510019,1036.457477184288,1105.272705078125,2192949
2025-04-08,1129.5047889953614,1150.0548343421056,1105.6707938016716,1125.8724365234375,2423486
2025-04-09,1128.3603143084927,1130.1018414880646,1106.616127819411,1126.3203125,1537177
2025-04-11,1157.3691990791608,1164.6339038645829,1142.441823338673,1158.9117431640625,3536245
2025-04-15,1194.190106659284,1219.9647340905403,1173.2917797927466,1204.9378662109375,3176522
2025-04-16,1204.1416350253176,1229.518173614694,1195.7822803706053,1226.9307861328125,1909731
2025-04-17,1226.9307931187877,1276.2906245562544,1212.69997966847,1253.302490234375,4280765
2025-04-21,1253.3024282395018,1253.8994989431408,1203.544511614774,1237.081298828125,6049182
2025-04-22,1243.5498695409763,1249.5208197354552,1221.0593147709637,1227.229248046875,2932537
2025-04-23,1234.095866374614,1236.7828668525535,1210.908749315716,1233.1007080078125,2580999
2025-04-24,1232.0060474366173,1241.9576310184964,1225.6370096483563,1230.413818359375,2133285
2025-04-25,1230.3144073450105,1237.3800078547386,1175.4810810365152,1187.2239990234375,3628854
2025-04-28,1182.3476135947096,1208.8188014593507,1178.3669801871156,1204.0421142578125,2646406
2025-04-29,1206.131899157721,1217.9743076119755,1196.6778949976563,1210.5106201171875,2381980
2025-04-30,1209.2168614651948,1220.5616907134647,1198.0711367703298,1210.610107421875,1824334
2025-05-02,1248.92373867037,1288.7300729706208,1236.683242281326,1256.9844970703125,10694521
2025-05-05,1283.754359476099,1370.3331418593707,1279.4751296861257,1340.577880859375,14191797
2025-05-06,1343.4638503496399,1349.7333969096571,1308.6333060813158,1314.4052734375,3604276
2025-05-07,1292.511802753668,1334.8060355469254,1292.4121897283621,1331.720947265625,3269847
2025-05-08,1333.5122470928063,1360.2820321698568,1310.0265333055384,1326.6456298828125,5077662
2025-05-09,1293.7059173682228,1318.4853857736734,1286.3417209273443,1299.9754638671875,2979366
2025-05-12,1353.415440653582,1368.3428168372611,1338.9856436760253,1355.5052490234375,3662785
2025-05-13,1354.012463037518,1385.160968819839,1340.5778249521143,1362.57080078125,3356599
2025-05-14,1373.3185753848668,1375.20940061785,1355.405724401586,1365.1583251953125,1557379
2025-05-15,1368.939780818734,1403.073760288198,1365.2577435723251,1399.3916015625,3706424
2025-05-16,1404.0689918528594,1418.0012092642976,1394.2168995303407,1400.5859375,2777119
2025-05-19,1400.6854379192648,1403.770404641203,1385.2604828302783,1391.530029296875,1317210
2025-05-20,1392.2265449066854,1400.4864078820515,1374.7117820757692,1377.896240234375,2970441
2025-05-21,1373.3185360766447,1384.2652780308788,1363.5659355620646,1377.896240234375,1993690
2025-05-22,1373.4180833935823,1401.183027046398,1352.0221777959277,1364.76025390625,3186493
2025-05-23,1376.4035461688645,1391.7290096847053,1368.3427874983695,1388.64404296875,1715309
2025-05-26,1389.0420547993251,1403.7703252932338,1388.0468964627385,1393.420654296875,1024835
2025-05-27,1390.2362753479333,1412.129759999082,1378.6924622822778,1397.4013671875,2571237
2025-05-28,1398.1975068241718,1420.8871662027864,1396.207190088479,1404.16845703125,2035398
2025-05-29,1414.120003112428,1434.0231699401893,1403.6708405278534,1431.634765625,1662886
2025-05-30,1435.018323155412,1450.4432773918259,1421.88228168773,1425.8629150390625,2575127
2025-06-02,1425.8629307682531,1474.8246729380428,1418.39924315217,1460.8924560546875,3164701
2025-06-03,1462.8827777314712,1464.8730944358679,1419.7923724895693,1425.3653564453125,3677200
2025-06-04,1425.3654393450756,1434.1227604661747,1416.2099090847878,1429.2464599609375,1446972
2025-06-05,1436.8096494175065,1460.5938363868227,1431.0376824958357,1449.6470947265625,2019939
2025-06-06,1449.6472087950817,1471.7397984081272,1446.6617335619108,1464.5745849609375,1269864
2025-06-09,1474.8247102400528,1476.815026988015,1456.0161926759506,1459.996826171875,1493331
2025-06-10,1464.873095084471,1486.766578842527,1462.683795300382,1466.6644287109375,2125187
2025-06-11,1466.6644122499329,1468.8537120094504,1441.7854537131873,1449.3486328125,2192673
2025-06-12,1452.732266287877,1458.5041120621972,1433.1275731176486,1438.800048828125,2192452
2025-06-13,1405.0,1423.800048828125,1397.0999755859375,1405.0,3380550
2025-06-16,1389.0,1411.199951171875,1375.0,1400.5999755859375,2823300
2025-06-17,1400.5,1414.800048828125,1384.0,1392.300048828125,1571621
2025-06-18,1387.0,1395.199951171875,1365.199951171875,1372.5999755859375,1732093
2025-06-19,1370.5,1372.5999755859375,1331.5999755859375,1338.0,2950283
2025-06-20,1338.0,1356.699951171875,1334.5999755859375,1349.300048828125,4541583
2025-06-23,1341.0,1364.9000244140625,1335.699951171875,1354.800048828125,3921155
2025-06-24,1395.0999755859375,1418.699951171875,1385.0999755859375,1389.5,7635176
2025-06-25,1399.699951171875,1404.0,1385.5,1393.0999755859375,1915989
2025-06-26,1399.0,1433.0,1395.199951171875,1429.300048828125,2877806
2025-06-27,1434.9000244140625,1456.800048828125,1427.0,1440.199951171875,2888390
2025-06-30,1440.800048828125,1453.5,1432.699951171875,1450.199951171875,1586196
2025-07-01,1450.300048828125,1459.800048828125,1442.0,1447.0,2134736
2025-07-02,1458.0,1458.0,1440.0,1443.9000244140625,1219600
2025-07-03,1444.0,1451.0999755859375,1426.699951171875,1431.0999755859375,978007
2025-07-04,1432.0,1439.9000244140625,1416.5999755859375,1424.4000244140625,608462
2025-07-07,1424.4000244140625,1437.800048828125,1417.0,1435.5999755859375,764520
2025-07-08,1438.0,1449.9000244140625,1430.0,1448.5,824935
2025-07-09,1448.4000244140625,1455.800048828125,1438.300048828125,1443.0,1008636
2025-07-10,1444.0,1450.199951171875,1437.199951171875,1443.0999755859375,1035509
2025-07-11,1444.0,1453.9000244140625,1428.300048828125,1431.699951171875,819864
2025-07-14,1432.0,1446.5,1426.0999755859375,1433.0,718442
2025-07-15,1434.4000244140625,1449.300048828125,1429.0,1445.0999755859375,735108
2025-07-16,1447.5,1474.0,1442.9000244140625,1456.699951171875,2488981
2025-07-17,1455.0,1464.0,1448.9000244140625,1452.5,1168071
2025-07-18,1452.4000244140625,1456.5,1429.0999755859375,1443.0999755859375,1147990
2025-07-21,1442.0999755859375,1453.0999755859375,1430.0,1450.5,815780
2025-07-22,1454.5,1454.5,1417.0999755859375,1420.699951171875,976668
2025-07-23,1430.0,1438.5,1419.0,1420.800048828125,740816
2025-07-24,1423.199951171875,1426.0,1405.0,1411.5999755859375,598011
2025-07-25,1411.699951171875,1416.699951171875,1390.0,1396.300048828125,744410
2025-07-28,1396.300048828125,1404.0999755859375,1373.5,1376.0,790020
2025-07-29,1376.0,1398.699951171875,1373.5999755859375,1395.9000244140625,782760
2025-07-30,1398.800048828125,1403.0999755859375,1391.5,1394.0,627316
2025-07-31,1382.0999755859375,1395.800048828125,1370.300048828125,1373.0999755859375,1412892
2025-08-01,1371.0,1375.9000244140625,1342.800048828125,1347.0999755859375,1239941
2025-08-04,1349.800048828125,1397.0,1345.199951171875,1388.9000244140625,1368323
2025-08-05,1392.0,1394.199951171875,1346.0,1358.0999755859375,3000067
2025-08-06,1374.0,1386.9000244140625,1358.0999755859375,1367.0999755859375,2293293
2025-08-07,1351.0,1357.9000244140625,1315.0,1345.4000244140625,2857406
2025-08-08,1345.4000244140625,1356.9000244140625,1317.699951171875,1325.0,1561061
2025-08-11,1325.0,1348.300048828125,1313.699951171875,1339.4000244140625,2053173
2025-08-12,1342.0,1349.5999755859375,1328.199951171875,1330.5,1260241
2025-08-13,1335.199951171875,1339.300048828125,1316.5999755859375,1319.5999755859375,1205658
2025-08-14,1324.800048828125,1329.0,1290.5,1300.300048828125,2298528
2025-08-18,1321.9000244140625,1332.0,1295.0,1327.199951171875,10225114
2025-08-19,1332.0,1371.699951171875,1325.0,1369.4000244140625,3150673
2025-08-20,1369.4000244140625,1374.5999755859375,1358.0,1370.5999755859375,1594619
2025-08-21,1371.0999755859375,1377.800048828125,1355.300048828125,1361.800048828125,1227167
2025-08-22,1364.0,1364.0,1338.199951171875,1341.199951171875,1210284
2025-08-25,1341.300048828125,1348.9000244140625,1332.5,1340.4000244140625,1214246
2025-08-26,1335.199951171875,1339.9000244140625,1310.0,1315.4000244140625,1652272
2025-08-28,1316.9000244140625,1338.800048828125,1311.199951171875,1315.4000244140625,1785681
2025-08-29,1318.0,1322.9000244140625,1303.0,1312.800048828125,1592903
2025-09-01,1318.300048828125,1338.5,1316.0999755859375,1335.300048828125,983914
2025-09-02,1340.9000244140625,1348.800048828125,1328.199951171875,1336.199951171875,1495993
2025-09-03,1338.0,1344.800048828125,1327.5999755859375,1332.4000244140625,1774676
2025-09-04,1338.0,1348.0,1326.0,1328.199951171875,1350147
2025-09-05,1330.0,1335.699951171875,1312.800048828125,1321.800048828125,1135666
2025-09-08,1321.9000244140625,1363.4000244140625,1321.9000244140625,1348.300048828125,1445628
2025-09-09,1354.699951171875,1385.0,1348.300048828125,1380.9000244140625,3515252
2025-09-10,1400.0,1404.9000244140625,1385.0,1389.0999755859375,2553605
2025-09-11,1404.9000244140625,1423.0999755859375,1388.0,1393.0999755859375,4041646
2025-09-12,1395.5,1406.5,1391.0999755859375,1393.0999755859375,1466190
2025-09-15,1393.0999755859375,1409.0,1392.199951171875,1395.199951171875,1254831
2025-09-16,1400.0,1412.5999755859375,1396.5999755859375,1408.199951171875,1636246
2025-09-17,1410.0,1413.0999755859375,1396.199951171875,1406.0999755859375,1062568
2025-09-18,1410.0,1415.0,1401.0,1412.800048828125,1416920
2025-09-19,1447.800048828125,1460.0,1425.0,1427.800048828125,8069167
2025-09-22,1433.0,1461.699951171875,1425.0,1444.199951171875,5490489
2025-09-23,1453.0,1455.0,1423.0999755859375,1441.5999755859375,2550337
2025-09-24,1445.0,1452.4000244140625,1429.0999755859375,1431.5999755859375,2603193
2025-09-25,1431.699951171875,1439.9000244140625,1404.0999755859375,1407.199951171875,1970560
2025-09-26,1407.199951171875,1416.699951171875,1390.300048828125,1392.0,1899079
2025-09-29,1393.5999755859375,1401.300048828125,1377.5999755859375,1383.199951171875,1978395
2025-09-30,1389.699951171875,1408.0,1387.199951171875,1403.5,1999250
2025-10-01,1406.0,1426.9000244140625,1392.699951171875,1422.699951171875,1602493
2025-10-03,1413.0,1431.0,1412.5,1419.0999755859375,1576970
2025-10-06,1419.0999755859375,1419.0999755859375,1395.0,1400.5,1338654
2025-10-07,1400.800048828125,1415.0,1397.300048828125,1399.5,1608151
2025-10-08,1399.4000244140625,1411.0999755859375,1386.0,1394.300048828125,1704405
2025-10-09,1394.5,1399.800048828125,1388.4000244140625,1395.5999755859375,1250770
2025-10-10,1400.5,1418.0,1395.699951171875,1409.4000244140625,1359246
2025-10-13,1400.800048828125,1441.9000244140625,1396.0,1437.800048828125,2245061
2025-10-14,1440.0,1442.199951171875,1422.0,1429.0,2640234
2025-10-15,1430.0,1456.300048828125,1430.0,1450.699951171875,2675240
2025-10-16,1454.0,1490.5,1453.0,1479.5,6512312
2025-10-17,1479.5,1489.0,1462.5,1479.4000244140625,3290072
2025-10-20,1488.0,1489.0,1459.0999755859375,1467.0,2660484
2025-10-21,1477.0,1481.5,1470.0,1473.5,394024
2025-10-23,1478.800048828125,1483.5,1450.300048828125,1453.0999755859375,2999137
2025-10-24,1463.0,1463.5,1422.300048828125,1429.0,1907383
2025-10-27,1429.0,1429.800048828125,1410.0,1420.5999755859375,2280976
2025-10-28,1425.9000244140625,1435.0,1410.0,1417.9000244140625,2068057
2025-10-29,1424.0999755859375,1464.800048828125,1421.5999755859375,1454.800048828125,3578596
2025-10-30,1458.0,1463.0,1449.5999755859375,1457.9000244140625,1380931
2025-10-31,1457.9000244140625,1461.699951171875,1443.0,1451.5,1141853
2025-11-03,1451.5,1457.4000244140625,1435.300048828125,1444.699951171875,1059573
